,Durat,Flags,Flows,Packets Bytes,Prot,Port
4792,0.0,INT,326,1,UDP,80
4793,0.0,INT,133,1,UDP,60748
4794,4.988,PA_,84773,72,TCP,80
4795,0.0,INT,418,2,UDP,13363
4796,0.0,INT,72,1,UDP,51178
4797,4.948,A_,2220,37,TCP,13363
4798,0.0,INT,75,1,UDP,53
4799,0.0,INT,60,1,UDP,59221
4800,0.39799999999999996,_FSPA,1329,5,TCP,80
4801,2.001,PA_,3495,26,TCP,123
4802,1.012,PA_,120,2,TCP,34267
4803,0.0,A_,60,1,TCP,80
4804,0.0,PA_,146,1,TCP,1804
4805,1.999,INT,188,2,UDP,143
4806,0.204,FSPA_,931,8,TCP,5222
4807,0.0,FA_,66,1,TCP,13363
4808,4.952,PA_,43227,52,TCP,53
4809,0.0,INT,73,1,UDP,44328
4810,0.0,INT,162,1,UDP,80
4811,0.0,INT,639,1,UDP,35381
4812,0.41700000000000004,PA_,521,3,TCP,56708
4813,0.0,PA_,140,1,TCP,13363
4814,0.311,PA_,424,2,TCP,44036
4815,0.0,INT,76,1,UDP,13363
4816,0.0,INT,60,1,UDP,50850
4817,0.0,INT,63,1,UDP,53
4818,0.171,PA_,129,2,TCP,45385
4819,0.0,INT,89,1,UDP,53524
4820,0.0,INT,108,1,UDP,80
4821,0.0,INT,81,1,UDP,40430
4822,0.0,INT,133,1,UDP,18712
4823,0.423,PA_,220,3,TCP,80
4824,0.0,INT,132,1,UDP,24627
4825,3.284,PA_,891,8,TCP,9641
4826,0.0,SA_,66,1,TCP,80
4827,0.0,INT,62,1,UDP,13363
4828,0.0,INT,151,1,UDP,53
4829,0.21600000000000005,PA_,1187,2,TCP,51552
4830,0.0,INT,72,1,UDP,1194
4831,0.0,INT,143,1,UDP,57011
4832,0.0,INT,143,1,UDP,13363
4833,0.016,PA_,261,2,TCP,63317
4834,0.0,ECO,148,2,ICMP,80
4835,0.0,PA_,147,1,TCP,554
4836,0.0,INT,279,1,UDP,53
4837,0.156,PA_,553,5,TCP,37632
4838,0.0,INT,72,1,UDP,50859
4839,0.33399999999999996,PA_,1561,2,TCP,41240
4840,0.0,FA_,60,1,TCP,53
4841,0.0,INT,60,1,UDP,55106
4842,0.0,RA_,60,1,TCP,50159
4843,0.20600000000000002,FSPA_,969,14,TCP,33596
4844,0.092,SRPA_,1010,5,TCP,13363
4845,0.32,PA_,7428,29,TCP,34004
4846,0.003,INT,120,2,UDP,80
4847,0.0,PA_,60,1,TCP,43305
4848,0.171,PA_,122,2,TCP,35155
4849,0.059000000000000004,_FSPA,683,4,TCP,36936
4850,0.0,INT,2893,3,UDP,80
4851,4.94,A_,1800,30,TCP,13363
4852,0.0,INT,60,1,UDP,13363
4853,0.0,INT,108,1,UDP,80
4854,0.193,PA_,128,2,TCP,53
4855,0.365,PA_,227,2,TCP,80
4856,0.0,INT,62,1,UDP,52118
4857,0.0,INT,463,1,UDP,443
4858,0.0,INT,80,1,UDP,53
4859,0.0,A_,60,1,TCP,12131
4860,0.024,PA_,428,2,TCP,80
4861,0.0,A_,60,1,TCP,39055
4862,0.0,A_,60,1,TCP,53
4863,0.0,INT,73,1,UDP,34925
4864,0.47700000000000004,FSPA_,364,5,TCP,48504
4865,0.0,A_,60,1,TCP,443
4866,0.0,INT,73,1,UDP,443
4867,0.0,INT,90,1,UDP,33292
4868,0.0,FA_,66,1,TCP,80
4869,2.6189999999999998,SPA_,561925,386,TCP,43001
4870,0.0,INT,62,1,UDP,80
4871,0.21899999999999997,SRPA_,695,5,TCP,6881
4872,0.0,INT,107,1,UDP,53
4873,0.0,INT,62,1,UDP,443
4874,0.0,INT,133,1,UDP,40327
4875,0.0,INT,75,1,UDP,80
4876,0.0,PA_,252,1,TCP,53
4877,0.0,INT,443,1,UDP,80
4878,2.735,RA_,120,2,TCP,54350
4879,0.0,INT,81,1,UDP,49665
4880,0.6709999999999999,SPA_,6266,8,TCP,47030
4881,1.574,PA_,673,7,TCP,21343
4882,0.055999999999999994,FPA_,471,2,TCP,60088
4883,0.0,PA_,252,1,TCP,37538
4884,0.0,INT,63,1,UDP,54182
4885,0.5489999999999999,PA_,1153,3,TCP,59870
4886,0.0,INT,81,1,UDP,53
4887,3.969,SA_,192,3,TCP,80
4888,0.0,INT,458,1,UDP,50186
4889,0.0,INT,90,1,UDP,53
4890,0.22399999999999998,FSPA_,699,5,TCP,57254
4891,0.0,INT,72,1,UDP,10009
4892,0.136,_FSPA,50906,39,TCP,53
4893,0.0,INT,178,1,UDP,13363
4894,0.0,INT,133,1,UDP,80
4895,0.0,INT,60,1,UDP,53
4896,0.0,INT,84,1,UDP,61500
4897,0.0,INT,133,1,UDP,30216
4898,0.0,A_,60,1,TCP,60560
4899,0.0,INT,90,1,UDP,13363
4900,0.0,INT,107,1,UDP,13363
4901,0.248,_FSPA,4913,7,TCP,80
4902,0.0,FA_,120,2,TCP,13363
4903,0.21600000000000005,PA_,563,6,TCP,52640
4904,0.0,A_,66,1,TCP,443
4905,0.0,INT,60,1,UDP,33480
4906,0.0,INT,79,1,UDP,13363
4907,0.0,PA_,156,1,TCP,34680
4908,0.009000000000000001,SA_,126,2,TCP,2683
4909,0.0,INT,133,1,UDP,80
4910,0.0,INT,179,1,UDP,51413
4911,4.9830000000000005,PA_,240,3,TCP,44900
4912,0.0,INT,133,1,UDP,80
4913,0.11199999999999999,PA_,439,2,TCP,13363
4914,0.0,RA_,60,1,TCP,13363
4915,0.0,INT,75,1,UDP,80
4916,0.0,INT,107,1,UDP,13363
4917,0.0,PA_,1085,2,TCP,13363
4918,0.008,FA_,132,2,TCP,80
4919,0.0,PA_,12359,9,TCP,37346
4920,0.0,INT,179,1,UDP,443
4921,2.154,FSPA_,857,7,TCP,16131
4922,0.0,INT,60,1,UDP,53
4923,0.0,INT,96,1,UDP,13363
4924,0.051,FSPA_,491,6,TCP,50992
4925,0.0,INT,160,1,UDP,38585
4926,0.0,INT,81,1,UDP,13363
4927,0.0,INT,133,1,UDP,80
4928,0.88,PA_,185,2,TCP,38027
4929,0.0,INT,221,1,UDP,1066
4930,0.0,INT,73,1,UDP,443
4931,0.0,INT,180,1,UDP,55056
4932,1.785,SPA_,2717,11,TCP,53
4933,4.573,A_,600,10,TCP,53
4934,0.0,INT,71,1,UDP,34949
4935,0.0,INT,64,1,UDP,52497
4936,0.0,FA_,60,1,TCP,13716
4937,0.0,INT,182,1,UDP,20181
4938,0.0,INT,81,1,UDP,53
4939,0.0,A_,60,1,TCP,54383
4940,4.939,PA_,871,14,TCP,13363
4941,0.0,INT,96,1,UDP,53
4942,0.0,INT,83,1,UDP,53
4943,4.19,PA_,256,4,TCP,80
4944,0.0,A_,60,1,TCP,26462
4945,0.0,INT,133,1,UDP,13363
4946,0.0,INT,145,1,UDP,5222
4947,0.0,INT,485,1,UDP,2027
4948,0.04,FA_,120,2,TCP,1423
4949,0.7020000000000001,PA_,120,2,TCP,19778
4950,0.0,INT,66,1,UDP,80
4951,0.47700000000000004,PA_,1963,6,TCP,52115
4952,0.0,INT,81,1,UDP,52114
4953,0.024,FA_,120,2,TCP,41805
4954,0.0,A_,66,1,TCP,50159
4955,0.139,A_,120,2,TCP,52133
4956,0.0,INT,76,1,UDP,49103
4957,0.0,INT,60,1,UDP,13363
4958,0.225,_FSPA,842,4,TCP,80
4959,0.0,INT,133,1,UDP,53
4960,0.0,INT,77,1,UDP,60106
4961,0.0,A_,60,1,TCP,56048
4962,0.005,INT,121,2,UDP,13363
4963,0.485,_FSPA,2148,7,TCP,64003
4964,3.313,PA_,5685,11,TCP,13363
4965,4.578,PA_,418,6,TCP,80
4966,0.076,_FSPA,877,4,TCP,64274
4967,0.0,INT,84,1,UDP,554
4968,4.459,PA_,2323,18,TCP,36863
4969,0.0,INT,107,1,UDP,6881
4970,0.0,INT,92,1,UDP,57830
4971,0.1,FPA_,221,3,TCP,55951
4972,0.126,INT,564,2,UDP,49384
4973,0.0,R_,60,1,TCP,13240
4974,0.0,INT,81,1,UDP,13363
4975,0.0,PA_,337,1,TCP,80
4976,0.0,INT,141,1,UDP,13363
4977,0.0,PA_,60,1,TCP,13363
4978,0.0,INT,60,1,UDP,80
4979,0.0,SA_,66,1,TCP,443
4980,4.728,INT,17782,25,UDP,13363
4981,0.0,INT,60,1,UDP,34016
4982,0.0,INT,146,1,UDP,35798
4983,0.0,INT,488,1,UDP,80
4984,0.0,INT,81,1,UDP,53
4985,0.0,FA_,66,1,TCP,62017
4986,0.0,A_,60,1,TCP,13363
4987,0.0,INT,73,1,UDP,443
4988,0.0,INT,106,1,UDP,42643
4989,0.6809999999999999,PA_,183,3,TCP,80
4990,0.0,INT,66,1,UDP,55629
4991,0.0,INT,60,1,UDP,34190
4992,0.0,A_,66,1,TCP,443
4993,0.0,INT,81,1,UDP,80
4994,0.0,INT,107,1,UDP,443
4995,0.0,INT,619,1,UDP,13363
4996,0.0,INT,145,1,UDP,53
4997,0.0,INT,74,1,UDP,80
4998,0.0,INT,61,1,UDP,53
4999,0.36200000000000004,FSPA_,731,5,TCP,143
5000,0.0,INT,140,1,UDP,51355
5001,0.0,INT,133,1,UDP,53
5002,0.0,A_,60,1,TCP,44288
5003,0.0,INT,1436,2,UDP,2001
5004,0.0,INT,71,1,UDP,443
5005,0.0,INT,68,1,UDP,80
5006,1.247,PA_,2420,10,TCP,53
5007,1.237,_FSPA,11984,11,TCP,13363
5008,0.0,INT,143,1,UDP,13363
5009,0.0,INT,197,1,UDP,80
5010,0.0,A_,60,1,TCP,49536
5011,0.001,INT,419,2,UDP,53
5012,0.0,INT,516,1,UDP,443
5013,0.017,PA_,1407,2,TCP,7743
5014,0.0,INT,73,1,UDP,44901
5015,0.0,INT,91,1,UDP,51298
5016,3.003,RA_,120,2,TCP,52150
5017,0.0,S_,74,1,TCP,1150
5018,0.9209999999999999,PA_,848,6,TCP,49453
5019,0.0,S_,74,1,TCP,80
5020,0.0,INT,81,1,UDP,21
5021,0.0,INT,474,1,UDP,35048
5022,0.0,INT,90,1,UDP,13363
5023,0.0,INT,133,1,UDP,14379
5024,0.0,INT,76,1,UDP,48629
5025,0.193,FSPA_,893,5,TCP,13363
5026,0.0,INT,141,1,UDP,50433
5027,0.055,PA_,120,2,TCP,34389
5028,0.23,PA_,181,2,TCP,4147
5029,0.0,INT,69,1,UDP,0
5030,0.0,INT,74,1,UDP,13363
5031,0.0,INT,75,1,UDP,51020
5032,0.0,INT,181,1,UDP,80
5033,0.0,INT,161,1,UDP,52703
5034,1.025,FSPA_,797,11,TCP,80
5035,0.0,INT,60,1,UDP,49228
5036,0.0,INT,82,1,UDP,53
5037,0.8,PA_,1778,14,TCP,123
5038,0.0,ECR,148,2,ICMP,32885
5039,0.0,INT,74,1,UDP,57170
5040,0.0,INT,79,1,UDP,47952
5041,0.0,INT,79,1,UDP,50855
5042,3.955,SPA_,6402,48,TCP,80
5043,0.0,INT,619,1,UDP,63022
5044,0.0,INT,82,1,UDP,64504
5045,0.009000000000000001,PA_,265,2,TCP,47215
5046,0.0,A_,66,1,TCP,2285
5047,3.0039999999999996,PA_,282,2,TCP,443
5048,0.006,PA_,142,2,TCP,59588
5049,0.0,A_,60,1,TCP,39076
5050,0.0,FA_,60,1,TCP,52228
5051,0.0,INT,60,1,UDP,80
5052,1.9880000000000002,INT,1238,2,UDP,13363
5053,4.812,PA_,856,14,TCP,53
5054,0.0,A_,60,1,TCP,47710
5055,0.0,INT,62,1,UDP,8297
5056,0.0,INT,434,2,UDP,13363
5057,0.016,SA_,126,2,TCP,52900
5058,0.0,INT,79,1,UDP,21348
5059,4.9910000000000005,PA_,84444,60,TCP,33033
5060,0.0,FA_,66,1,TCP,36516
5061,0.0,INT,378,2,UDP,80
5062,4.8180000000000005,PA_,1748,20,TCP,58285
5063,0.0,INT,62,1,UDP,60404
5064,0.081,SPA_,673,8,TCP,6881
5065,2.1959999999999997,INT,178,2,UDP,50519
5066,4.457,A_,1020,17,TCP,80
5067,0.0,INT,469,1,UDP,13716
5068,0.0,INT,107,1,UDP,80
5069,0.0,A_,60,1,TCP,50504
5070,0.0,INT,64,1,UDP,80
5071,0.0,PA_,60,1,TCP,64815
5072,0.0,INT,112,1,UDP,53
5073,0.0,INT,62,1,UDP,443
5074,1.248,_FSPA,948,3,TCP,63688
5075,0.0,INT,60,1,UDP,50837
5076,0.001,INT,400,2,UDP,25
5077,0.0,A_,66,1,TCP,25
5078,0.165,PA_,2027,4,TCP,25
5079,0.156,PA_,475,2,TCP,42595
5080,0.0,INT,177,1,UDP,25
5081,0.0,INT,79,1,UDP,25
5082,0.18100000000000002,_FSPA,26629,22,TCP,0
5083,0.0,INT,81,1,UDP,8000
5084,0.0,FPA_,133,1,TCP,1025
5085,0.0,INT,62,1,UDP,8080
5086,0.0,A_,60,1,TCP,57047
5087,0.0,INT,133,1,UDP,0
5088,0.0,RED,148,2,ICMP,25
5089,0.23,FPA_,1036,3,TCP,8080
5090,0.0,INT,133,1,UDP,48953
5091,0.134,PA_,535,2,TCP,1039
5092,4.787,PA_,18773,17,TCP,53
5093,0.10400000000000001,SRPA_,1522,5,TCP,8000
5094,2.1,SPA_,3261,11,TCP,25
5095,0.0,INT,75,1,UDP,8000
5096,0.0,INT,80,1,UDP,0
5097,0.0,URN,70,1,ICMP,25
5098,0.01,_FSPA,691,4,TCP,25
5099,0.0,INT,69,1,UDP,0
5100,0.175,PA_,576,6,TCP,5678
5101,0.0,A_,66,1,TCP,0
5102,0.0,INT,74,1,UDP,0
5103,1.207,PA_,840,8,TCP,46045
5104,4.555,FA_,132,2,TCP,48889
5105,0.0,RA_,60,1,TCP,25
5106,2.29,RA_,120,2,TCP,25
5107,0.0,INT,66,1,UDP,0
5108,0.0,INT,177,1,UDP,25
5109,0.0,INT,60,1,UDP,0
5110,0.0,FA_,60,1,TCP,25
5111,4.593999999999999,PA_,79266,55,TCP,0
5112,0.0,INT,81,1,UDP,52588
5113,0.301,SPA_,282,3,TCP,9100
5114,0.0,INT,107,1,UDP,25
5115,0.0,INT,133,1,UDP,0
5116,0.0,INT,63,1,UDP,5678
5117,0.0,A_,60,1,TCP,25
5118,0.0,INT,108,1,UDP,5678
5119,0.0,INT,133,1,UDP,25
5120,0.72,SPA_,762,4,TCP,53
5121,2.7439999999999998,FSRPA_,640,8,TCP,25
5122,0.0,INT,75,1,UDP,0
5123,0.0,INT,185,1,UDP,6667
5124,0.0,ECO,148,2,ICMP,0
5125,0.0,INT,332,1,UDP,25
5126,0.0,INT,129,1,UDP,25
5127,0.0,INT,92,1,UDP,1025
5128,0.0,A_,66,1,TCP,45280
5129,0.0,INT,133,1,UDP,25
5130,3.719,FA_,300,5,TCP,808
5131,3.545,PA_,3746,17,TCP,0
5132,0.0,INT,182,1,UDP,808
5133,0.0,INT,153,1,UDP,25
5134,0.243,FSPA_,1653,6,TCP,6667
5135,0.0,INT,62,1,UDP,0
5136,0.0,A_,66,1,TCP,25
5137,0.0,PA_,60,1,TCP,25
5138,0.0,INT,72,1,UDP,44387
5139,0.0,INT,90,1,UDP,0
5140,0.0,A_,66,1,TCP,25
5141,0.0,S_,74,1,TCP,25
5142,0.0,INT,133,1,UDP,8080
5143,0.0,FA_,120,2,TCP,8081
5144,0.0,A_,60,1,TCP,25
5145,0.0,INT,62,1,UDP,0
5146,0.0,INT,60,1,UDP,1182
5147,0.37,PA_,5301,6,TCP,0
5148,0.009000000000000001,FPA_,172,2,TCP,1025
5149,0.0,PA_,60,1,TCP,1025
5150,0.0,INT,180,1,UDP,25
5151,0.0,INT,74,1,UDP,25
5152,1.245,RA_,180,3,TCP,25
5153,3.002,RA_,120,2,TCP,0
5154,0.22699999999999998,INT,559,2,UDP,21
5155,0.0,INT,81,1,UDP,25
5156,0.0,INT,225,1,UDP,8080
5157,0.0,INT,60,1,UDP,0
5158,0.0,INT,178,1,UDP,0
5159,0.0,INT,133,1,UDP,33078
5160,3.2260000000000004,SA_,132,2,TCP,0
5161,0.0,INT,524,1,UDP,0
5162,4.987,INT,530,3,UDP,25
5163,0.69,_FSPA,14853,17,TCP,808
5164,0.0,INT,147,1,UDP,25
5165,0.0,INT,201,1,UDP,25
5166,1.8430000000000002,S_,194,3,TCP,60979
5167,0.479,PA_,74153,52,TCP,44116
5168,0.51,FSPA_,3316,9,TCP,25
5169,0.0,INT,60,1,UDP,25
5170,0.0,A_,60,1,TCP,6667
5171,0.054000000000000006,PA_,10591,9,TCP,1041
5172,0.0,PA_,60,1,TCP,25
5173,0.0,INT,225,1,UDP,25
5174,0.0,INT,77,1,UDP,34983
5175,0.017,FA_,120,2,TCP,6588
5176,4.046,PA_,504,6,TCP,6667
5177,0.0,RA_,60,1,TCP,25
5178,0.0,S_,62,1,TCP,25
5179,3.0039999999999996,S_,124,2,TCP,0
5180,0.0,ECO,1066,1,ICMP,25
5181,2.927,S_,124,2,TCP,808
5182,0.0,RA_,60,1,TCP,25
5183,0.0,UNK,1066,1,ICMP,53356
5184,0.0,UNK,1066,1,ICMP,0
5185,0.0,ECR,1066,1,ICMP,38004
5186,0.0,ECR,1066,1,ICMP,6667
5187,2.937,S_,124,2,TCP,0
5188,2.9419999999999997,S_,124,2,TCP,0
5189,0.0,INT,60,1,UDP,25
5190,0.0,ROB,1066,1,ICMP,0
5191,0.0,S_,74,1,TCP,443
5192,0.0,INT,479,1,UDP,0
5193,0.0,ECR,1066,1,ICMP,25
5194,0.0,UNK,1066,1,ICMP,25
5195,0.0,ECR,1066,1,ICMP,0
5196,0.0,ECR,1066,1,ICMP,6667
5197,4.891,RTA,7462,7,ICMP,25
5198,0.085,MAS,2132,2,ICMP,0
5199,0.0,S_,74,1,TCP,0
5200,0.0,UNK,1066,1,ICMP,42727
5201,4.176,IRQ,5330,5,ICMP,0
5202,0.0,RA_,60,1,TCP,53
5203,3.719,IRR,7462,7,ICMP,25
5204,0.0,INT,60,1,UDP,36894
5205,0.0,S_,62,1,TCP,25
5206,0.0,S_,74,1,TCP,25
5207,0.0,RA_,60,1,TCP,25
5208,0.08900000000000001,PA_,265,3,TCP,9090
5209,0.0,INT,76,1,UDP,0
5210,4.23,IRR,5330,5,ICMP,25
5211,0.0,S_,74,1,TCP,0
5212,0.0,UNK,1066,1,ICMP,0
5213,3.003,S_,124,2,TCP,5678
5214,0.0,S_,74,1,TCP,44981
5215,0.0,ECR,1066,1,ICMP,25
5216,0.0,ECO,1066,1,ICMP,38263
5217,4.993,INT,201445,255,UDP,0
5218,0.0,UNK,1066,1,ICMP,25
5219,0.0,ECO,1066,1,ICMP,25
5220,0.0,ECR,1066,1,ICMP,49450
5221,0.0,S_,62,1,TCP,1025
5222,0.0,ECR,1066,1,ICMP,40023
5223,3.0039999999999996,S_,124,2,TCP,40076
5224,0.0,ECO,1066,1,ICMP,8080
5225,0.0,TST,1066,1,ICMP,40799
5226,0.0,INT,60,1,UDP,40341
5227,0.057,SRA_,182,3,TCP,25
5228,0.0,ECO,1066,1,ICMP,59108
5229,0.0,INT,62,1,UDP,25
5230,0.0,INT,60,1,UDP,80
5231,0.0,RA_,60,1,TCP,37496
5232,0.0,RA_,60,1,TCP,1082
5233,0.0,ECR,1066,1,ICMP,25
5234,0.0,ECR,1066,1,ICMP,25
5235,4.455,TSR,5330,5,ICMP,0
5236,0.0,ECR,1066,1,ICMP,53
5237,0.0,UNK,1066,1,ICMP,47725
5238,0.0,ECR,1066,1,ICMP,25
5239,0.0,ECO,1066,1,ICMP,58642
5240,4.198,TSR,10660,10,ICMP,3128
5241,2.984,S_,124,2,TCP,0
5242,3.0039999999999996,S_,124,2,TCP,25
5243,2.733,RTA,4264,4,ICMP,48759
5244,0.0,ECO,1066,1,ICMP,33733
5245,0.0,INT,62,1,UDP,25
5246,4.974,RTS,2132,2,ICMP,25
5247,2.947,S_,124,2,TCP,0
5248,0.0,INT,60,1,UDP,2869
5249,2.9160000000000004,S_,124,2,TCP,1041
5250,0.0,INT,60,1,UDP,0
5251,0.0,ROB,1066,1,ICMP,25
5252,0.0,RA_,60,1,TCP,0
5253,0.0,S_,74,1,TCP,25
5254,0.0,S_,62,1,TCP,41896
5255,0.0,INT,61,1,UDP,41186
5256,0.336,FSPA_,587,7,TCP,25
5257,3.0039999999999996,S_,124,2,TCP,0
5258,0.35200000000000004,_FSPA,4419,7,TCP,8000
5259,2.906,S_,124,2,TCP,25
5260,0.0,INT,76,1,UDP,25
5261,0.0,IRR,1066,1,ICMP,0
5262,0.0,ECR,1066,1,ICMP,43620
5263,3.0039999999999996,S_,124,2,TCP,25
5264,0.0,INT,60,1,UDP,0
5265,0.04,PA_,240,2,TCP,42782
5266,0.0,INT,60,1,UDP,25
5267,0.0,S_,62,1,TCP,0
5268,0.0,ECR,1066,1,ICMP,0
5269,1.9969999999999999,TST,3198,3,ICMP,3127
5270,3.003,S_,124,2,TCP,80
5271,0.0,INT,479,1,UDP,25
5272,3.7260000000000004,TST,5330,5,ICMP,0
5273,0.0,RA_,60,1,TCP,25
5274,3.2260000000000004,RTS,3198,3,ICMP,25
5275,0.0,ECR,1066,1,ICMP,10080
5276,3.003,S_,124,2,TCP,35370
5277,0.0,MAS,1066,1,ICMP,43418
5278,0.0,UNK,1066,1,ICMP,0
5279,0.0,S_,74,1,TCP,51620
5280,4.981,INT,199776,155,UDP,25
5281,0.0,ECR,1066,1,ICMP,25
5282,0.0,S_,74,1,TCP,1039
5283,0.0,S_,62,1,TCP,1040
5284,0.0,ECO,1066,1,ICMP,21
5285,3.991,TSR,8528,8,ICMP,53170
5286,0.0,A_,60,1,TCP,25
5287,0.0,INT,60,1,UDP,25
5288,0.0,S_,62,1,TCP,0
5289,2.938,S_,124,2,TCP,0
5290,0.0,RA_,60,1,TCP,8090
5291,4.934,TSR,10660,10,ICMP,80
5292,0.0,UNK,1066,1,ICMP,25
5293,0.0,UNK,1066,1,ICMP,25
5294,0.0,INT,61,1,UDP,0
5295,0.0,S_,62,1,TCP,25
5296,2.926,S_,124,2,TCP,5678
5297,0.0,S_,74,1,TCP,25
5298,0.0,S_,74,1,TCP,0
5299,0.0,S_,62,1,TCP,0
5300,0.0,ECO,1066,1,ICMP,0
5301,0.0,INT,62,1,UDP,1080
5302,0.0,ECO,1066,1,ICMP,25
5303,0.0,S_,74,1,TCP,56269
5304,0.0,INT,60,1,UDP,34889
5305,0.0,INT,479,1,UDP,0
5306,0.0,S_,74,1,TCP,0
5307,3.5010000000000003,RTA,11726,11,ICMP,25
5308,2.967,S_,124,2,TCP,0
5309,0.0,S_,62,1,TCP,5900
5310,0.0,S_,62,1,TCP,8000
5311,0.0,INT,60,1,UDP,25
5312,0.0,ECR,1066,1,ICMP,1337
5313,0.0,S_,74,1,TCP,6667
5314,0.0,S_,62,1,TCP,1025
5315,0.0,UNK,1066,1,ICMP,0
5316,0.0,S_,74,1,TCP,0
5317,0.0,INT,61,1,UDP,0
5318,0.0,ECR,1066,1,ICMP,0
5319,4.963,INT,199123,144,UDP,25
5320,0.0,RA_,60,1,TCP,0
5321,0.0,ECR,1066,1,ICMP,113
5322,0.0,ECO,1066,1,ICMP,25
5323,0.0,TSR,1066,1,ICMP,1080
5324,4.516,MAS,5330,5,ICMP,60381
5325,0.0,INT,60,1,UDP,443
5326,0.0,INT,60,1,UDP,25
5327,2.957,S_,124,2,TCP,0
5328,0.0,MSR,1066,1,ICMP,25
5329,0.0,S_,74,1,TCP,0
5330,0.0,S_,62,1,TCP,1025
5331,0.0,ECO,1066,1,ICMP,1039
5332,4.762,IRQ,11726,11,ICMP,25
5333,0.0,S_,62,1,TCP,50304
5334,0.0,RA_,60,1,TCP,1041
5335,0.0,RA_,60,1,TCP,25
5336,3.305,MAS,3198,3,ICMP,25
5337,2.9939999999999998,S_,124,2,TCP,25
5338,0.0,S_,62,1,TCP,9090
5339,4.005,PA_,651,5,TCP,0
5340,0.0,PA_,79,1,TCP,0
5341,4.852,MSR,3198,3,ICMP,23
5342,3.8510000000000004,TSR,6396,6,ICMP,25
5343,0.0,ECR,1066,1,ICMP,49029
5344,0.0,S_,62,1,TCP,25
5345,4.937,IRQ,4264,4,ICMP,25
5346,2.947,S_,124,2,TCP,0
5347,0.0,ECO,1066,1,ICMP,25
5348,0.0,RA_,60,1,TCP,25
5349,0.0,S_,74,1,TCP,25
5350,4.912,TST,6396,6,ICMP,0
5351,0.042,PA_,299,2,TCP,2214
5352,0.0,S_,62,1,TCP,53759
5353,0.0,S_,62,1,TCP,25
5354,0.0,ECO,1066,1,ICMP,49964
5355,4.97,INT,199299,147,UDP,44107
5356,2.93,S_,124,2,TCP,25
5357,0.0,ECO,1066,1,ICMP,0
5358,0.0,ECO,1066,1,ICMP,5678
5359,0.0,S_,74,1,TCP,0
5360,0.0,UNK,1066,1,ICMP,25
5361,4.577,TST,4264,4,ICMP,25
5362,0.0,S_,62,1,TCP,0
5363,4.32,TSR,2132,2,ICMP,25
5364,1.618,RTA,3198,3,ICMP,36954
5365,0.0,RA_,60,1,TCP,5678
5366,0.0,ECO,1066,1,ICMP,25
5367,0.0,INT,62,1,UDP,5678
5368,4.995,MSR,4264,4,ICMP,3246
5369,0.0,RA_,60,1,TCP,2056
5370,0.0,ECO,1066,1,ICMP,25
5371,0.0,PA_,156,1,TCP,0
5372,3.605,TSR,7462,7,ICMP,25
5373,4.967,INT,199118,144,UDP,25
5374,3.701,TST,3198,3,ICMP,51104
5375,0.0,INT,60,1,UDP,0
5376,0.0,ECO,1066,1,ICMP,1080
5377,0.0,ECO,1066,1,ICMP,0
5378,2.9219999999999997,S_,124,2,TCP,0
5379,0.0,ECO,1066,1,ICMP,0
5380,4.963,INT,198996,142,UDP,25
5381,0.0,S_,74,1,TCP,55976
5382,4.968,INT,199237,146,UDP,80
5383,0.0,DNP,1066,1,ICMP,25
5384,3.0039999999999996,S_,124,2,TCP,0
5385,0.0,ECR,1066,1,ICMP,0
5386,0.0,ECR,1066,1,ICMP,25
5387,0.0,S_,62,1,TCP,25
5388,4.976,INT,199595,152,UDP,0
5389,0.0,PA_,79,1,TCP,0
5390,3.948,IRQ,3198,3,ICMP,5678
5391,0.0,S_,62,1,TCP,25
5392,4.994,INT,200334,140,UDP,9090
5393,0.0,INT,60,1,UDP,5678
5394,0.0,RA_,60,1,TCP,25
5395,4.976,INT,199547,151,UDP,1433
5396,0.0,INT,76,1,UDP,0
5397,0.0,ECR,1066,1,ICMP,25
5398,2.9389999999999996,S_,124,2,TCP,25
5399,1.486,TSR,5330,5,ICMP,25
5400,0.0,RA_,60,1,TCP,60079
5401,2.967,S_,124,2,TCP,0
5402,0.0,S_,62,1,TCP,25
5403,0.0,UNK,1066,1,ICMP,25
5404,0.0,ECR,1066,1,ICMP,25
5405,4.405,MAS,6396,6,ICMP,8081
5406,0.0,S_,62,1,TCP,37828
5407,0.0,S_,74,1,TCP,25
5408,0.0,INT,62,1,UDP,0
5409,0.0,S_,62,1,TCP,37135
5410,0.0,INT,60,1,UDP,34242
5411,0.0,ECO,1066,1,ICMP,25
5412,0.0,ECR,1066,1,ICMP,0
5413,4.962,INT,199055,143,UDP,9090
5414,0.0,UNK,1066,1,ICMP,6588
5415,4.959,MAS,5330,5,ICMP,5678
5416,0.336,FSPA_,587,7,TCP,25
5417,0.0,UNK,1066,1,ICMP,41312
5418,0.0,RA_,60,1,TCP,25
5419,2.998,S_,124,2,TCP,0
5420,0.0,ECO,1066,1,ICMP,0
5421,0.0,RA_,60,1,TCP,0
5422,0.0,INT,60,1,UDP,0
5423,0.0,S_,62,1,TCP,25
5424,0.0,ECR,1066,1,ICMP,1080
5425,3.003,S_,124,2,TCP,25
5426,0.0,RA_,60,1,TCP,25
5427,4.262,MAS,5330,5,ICMP,0
5428,0.0,INT,479,1,UDP,1025
5429,0.0,UNK,1066,1,ICMP,25
